"INDICATOR","Indicator","FAM_TYPE","Family type","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,4.648945,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","PC","Percentage","0","Units",,,4.773756,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","PC","Percentage","0","Units",,,3.755705,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","PC","Percentage","0","Units",,,14.093936,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","PC","Percentage","0","Units",,,9.336555,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","PC","Percentage","0","Units",,,8.887724,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","PC","Percentage","0","Units",,,11.716243,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","PC","Percentage","0","Units",,,10.110495,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","PC","Percentage","0","Units",,,10.085993,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","PC","Percentage","0","Units",,,10.177922,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","PC","Percentage","0","Units",,,9.327766,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","PC","Percentage","0","Units",,,9.337577,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","PC","Percentage","0","Units",,,8.21736,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","PC","Percentage","0","Units",,,12.586828,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","PC","Percentage","0","Units",,,10.013407,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,9.775159,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","PC","Percentage","0","Units",,,9.999572,,
"142","Average rate of employees' social security contributions (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","PC","Percentage","0","Units",,,9.771125,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","PC","Percentage","0","Units",,,9.975933,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","PC","Percentage","0","Units",,,5.127372,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","PC","Percentage","0","Units",,,4.77239,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","PC","Percentage","0","Units",,,5.440644,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","PC","Percentage","0","Units",,,3.100295,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","PC","Percentage","0","Units",,,3.633147,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","PC","Percentage","0","Units",,,3.761646,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","PC","Percentage","0","Units",,,2.808593,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","PC","Percentage","0","Units",,,3.153889,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","PC","Percentage","0","Units",,,1.683944,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","PC","Percentage","0","Units",,,0.592746,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","PC","Percentage","0","Units",,,-3.502939,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,-3.769315,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","PC","Percentage","0","Units",,,-3.412091,,
"143","Net personal average tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","PC","Percentage","0","Units",,,-4.811558,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","PC","Percentage","0","Units",,,45.28885,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","PC","Percentage","0","Units",,,40.358477,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","PC","Percentage","0","Units",,,40.375896,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","PC","Percentage","0","Units",,,46.733121,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","PC","Percentage","0","Units",,,45.591332,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","PC","Percentage","0","Units",,,42.197986,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","PC","Percentage","0","Units",,,42.558777,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","PC","Percentage","0","Units",,,46.291185,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","PC","Percentage","0","Units",,,43.21968,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","PC","Percentage","0","Units",,,44.09188,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","PC","Percentage","0","Units",,,44.071641,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","PC","Percentage","0","Units",,,43.073383,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,46.731578,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","PC","Percentage","0","Units",,,52.692081,,
"151","Net personal marginal tax rate: Principal earner (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","PC","Percentage","0","Units",,,52.760373,,
